Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
Alaska,2020,52,12/26/20,26.00,25.00,,,0.00,,0.00,0.00,,,0.00,,,,
Alaska,2020,53,1/2/21,24.00,23.00,,,0.00,0.00,0.00,,0.00,0.00,,,,,
Arizona,2019,1,1/5/19,1351.00,1224.00,12.00,260.00,44.00,61.00,34.00,86.00,23.00,27.00,20.00,314.00,59.00,0.00,0.00
Arizona,2019,2,1/12/19,1350.00,1211.00,10.00,263.00,49.00,52.00,28.00,101.00,25.00,17.00,22.00,310.00,59.00,0.00,0.00
Arizona,2019,3,1/19/19,1270.00,1147.00,10.00,256.00,46.00,78.00,27.00,84.00,24.00,15.00,28.00,256.00,70.00,0.00,0.00
Arizona,2019,4,1/26/19,1253.00,1116.00,,265.00,36.00,67.00,33.00,80.00,19.00,14.00,18.00,262.00,53.00,0.00,0.00
Arizona,2019,5,2/2/19,1217.00,1090.00,,258.00,57.00,47.00,25.00,93.00,17.00,15.00,14.00,239.00,74.00,0.00,0.00
Arizona,2019,6,2/9/19,1204.00,1091.00,10.00,244.00,36.00,68.00,27.00,87.00,20.00,13.00,15.00,243.00,55.00,0.00,0.00
Arizona,2019,7,2/16/19,1188.00,1079.00,,234.00,48.00,62.00,26.00,81.00,17.00,14.00,21.00,246.00,74.00,0.00,0.00
Arizona,2019,8,2/23/19,1313.00,1165.00,,274.00,52.00,66.00,33.00,86.00,17.00,19.00,23.00,256.00,60.00,0.00,0.00
Arizona,2019,9,3/2/19,1250.00,1122.00,,238.00,54.00,44.00,25.00,99.00,19.00,14.00,16.00,277.00,58.00,0.00,0.00
Arizona,2019,10,3/9/19,1252.00,1119.00,,254.00,43.00,50.00,35.00,75.00,27.00,24.00,17.00,274.00,64.00,0.00,0.00
Arizona,2019,11,3/16/19,1279.00,1155.00,,280.00,39.00,65.00,30.00,80.00,22.00,21.00,15.00,288.00,64.00,0.00,0.00
Arizona,2019,12,3/23/19,1192.00,1057.00,,229.00,39.00,63.00,27.00,81.00,16.00,15.00,16.00,233.00,63.00,0.00,0.00
Arizona,2019,13,3/30/19,1240.00,1114.00,,236.00,46.00,71.00,37.00,80.00,16.00,,18.00,265.00,63.00,0.00,0.00
Arizona,2019,14,4/6/19,1254.00,1117.00,,252.00,47.00,66.00,32.00,94.00,15.00,17.00,19.00,238.00,69.00,0.00,0.00
Arizona,2019,15,4/13/19,1325.00,1177.00,,286.00,51.00,61.00,21.00,86.00,16.00,12.00,13.00,278.00,82.00,0.00,0.00
Arizona,2019,16,4/20/19,1167.00,1049.00,,231.00,45.00,52.00,19.00,87.00,25.00,14.00,15.00,273.00,46.00,0.00,0.00
Arizona,2019,17,4/27/19,1176.00,1054.00,,241.00,45.00,70.00,18.00,77.00,23.00,15.00,19.00,255.00,56.00,0.00,0.00
Arizona,2019,18,5/4/19,1160.00,1027.00,,237.00,61.00,53.00,16.00,62.00,16.00,21.00,24.00,246.00,54.00,0.00,0.00
Arizona,2019,19,5/11/19,1191.00,1057.00,12.00,244.00,57.00,53.00,17.00,81.00,17.00,10.00,26.00,263.00,42.00,0.00,0.00
Arizona,2019,20,5/18/19,1139.00,1003.00,,231.00,39.00,71.00,,70.00,15.00,17.00,22.00,239.00,44.00,0.00,0.00
Arizona,2019,21,5/25/19,1122.00,1006.00,,242.00,48.00,53.00,11.00,70.00,22.00,11.00,22.00,220.00,44.00,0.00,0.00
Arizona,2019,22,6/1/19,1168.00,1041.00,,251.00,39.00,59.00,18.00,76.00,22.00,15.00,12.00,235.00,58.00,0.00,0.00
Arizona,2019,23,6/8/19,1074.00,941.00,,217.00,37.00,53.00,16.00,66.00,13.00,13.00,12.00,215.00,44.00,0.00,0.00
Arizona,2019,24,6/15/19,1149.00,1022.00,,254.00,40.00,58.00,10.00,53.00,14.00,17.00,20.00,239.00,50.00,0.00,0.00
Arizona,2019,25,6/22/19,1060.00,940.00,,199.00,32.00,52.00,22.00,68.00,11.00,19.00,14.00,239.00,63.00,0.00,0.00
Arizona,2019,26,6/29/19,1122.00,973.00,11.00,249.00,30.00,53.00,11.00,66.00,16.00,,28.00,213.00,54.00,0.00,0.00
Arizona,2019,27,7/6/19,1120.00,946.00,,248.00,39.00,46.00,11.00,62.00,15.00,10.00,20.00,214.00,39.00,0.00,0.00
Arizona,2019,28,7/13/19,1165.00,993.00,10.00,239.00,39.00,59.00,11.00,58.00,17.00,27.00,18.00,240.00,51.00,0.00,0.00
Arizona,2019,29,7/20/19,1144.00,974.00,,223.00,46.00,49.00,,61.00,,11.00,16.00,255.00,52.00,0.00,0.00
Arizona,2019,30,7/27/19,1068.00,922.00,,201.00,51.00,57.00,10.00,47.00,19.00,14.00,22.00,238.00,47.00,0.00,0.00
Arizona,2019,31,8/3/19,1085.00,940.00,,226.00,36.00,51.00,14.00,65.00,18.00,,20.00,216.00,43.00,0.00,0.00
Arizona,2019,32,8/10/19,1085.00,937.00,,232.00,34.00,61.00,,59.00,18.00,11.00,23.00,231.00,39.00,0.00,0.00
Arizona,2019,33,8/17/19,1071.00,946.00,,248.00,34.00,41.00,13.00,64.00,17.00,16.00,24.00,232.00,49.00,0.00,0.00
Arizona,2019,34,8/24/19,1063.00,933.00,,243.00,34.00,52.00,10.00,66.00,15.00,18.00,13.00,204.00,48.00,0.00,0.00
Arizona,2019,35,8/31/19,1151.00,1018.00,,256.00,43.00,63.00,11.00,52.00,20.00,14.00,20.00,246.00,46.00,0.00,0.00
Arizona,2019,36,9/7/19,1176.00,1017.00,,234.00,43.00,67.00,10.00,73.00,14.00,,22.00,258.00,45.00,0.00,0.00
Arizona,2019,37,9/14/19,1038.00,910.00,,234.00,36.00,49.00,12.00,60.00,19.00,15.00,13.00,200.00,50.00,0.00,0.00
Arizona,2019,38,9/21/19,1079.00,958.00,,236.00,39.00,57.00,11.00,51.00,17.00,13.00,17.00,225.00,55.00,0.00,0.00
Arizona,2019,39,9/28/19,1159.00,1039.00,,236.00,45.00,54.00,11.00,67.00,23.00,16.00,26.00,247.00,49.00,0.00,0.00
Arizona,2019,40,10/5/19,1102.00,967.00,,248.00,36.00,62.00,12.00,57.00,15.00,17.00,24.00,189.00,47.00,0.00,0.00
Arizona,2019,41,10/12/19,1117.00,991.00,,257.00,46.00,67.00,13.00,48.00,13.00,13.00,14.00,225.00,55.00,0.00,0.00
Arizona,2019,42,10/19/19,1139.00,1014.00,,245.00,35.00,72.00,20.00,67.00,21.00,17.00,18.00,221.00,48.00,0.00,0.00
Arizona,2019,43,10/26/19,1013.00,906.00,,194.00,25.00,55.00,14.00,56.00,11.00,12.00,11.00,232.00,57.00,0.00,0.00
Arizona,2019,44,11/2/19,1121.00,1004.00,,251.00,38.00,73.00,12.00,49.00,20.00,12.00,12.00,216.00,69.00,0.00,0.00
Arizona,2019,45,11/9/19,1254.00,1115.00,10.00,271.00,36.00,75.00,15.00,65.00,14.00,17.00,25.00,268.00,58.00,0.00,0.00
Arizona,2019,46,11/16/19,1197.00,1062.00,10.00,242.00,32.00,56.00,22.00,58.00,15.00,19.00,20.00,240.00,60.00,0.00,0.00
Arizona,2019,47,11/23/19,1220.00,1075.00,,243.00,41.00,55.00,17.00,75.00,13.00,16.00,18.00,267.00,51.00,0.00,0.00
Arizona,2019,48,11/30/19,1119.00,1002.00,12.00,203.00,44.00,50.00,15.00,72.00,19.00,15.00,19.00,236.00,57.00,0.00,0.00
Arizona,2019,49,12/7/19,1222.00,1100.00,11.00,263.00,52.00,59.00,20.00,69.00,19.00,15.00,20.00,260.00,48.00,0.00,0.00
Arizona,2019,50,12/14/19,1193.00,1071.00,,240.00,33.00,60.00,26.00,71.00,10.00,18.00,15.00,253.00,52.00,0.00,0.00
Arizona,2019,51,12/21/19,1165.00,1039.00,,241.00,37.00,64.00,24.00,62.00,13.00,12.00,16.00,260.00,64.00,0.00,0.00
Arizona,2019,52,12/28/19,1219.00,1112.00,,263.00,46.00,60.00,20.00,78.00,16.00,12.00,18.00,259.00,59.00,0.00,0.00
Arizona,2020,1,1/4/20,1301.00,1181.00,,247.00,46.00,66.00,30.00,90.00,17.00,11.00,19.00,314.00,55.00,0.00,0.00
Arizona,2020,2,1/11/20,1390.00,1248.00,,276.00,58.00,67.00,26.00,86.00,19.00,19.00,24.00,298.00,64.00,0.00,0.00
Arizona,2020,3,1/18/20,1315.00,1175.00,,264.00,46.00,65.00,32.00,74.00,30.00,20.00,16.00,275.00,66.00,0.00,0.00
Arizona,2020,4,1/25/20,1275.00,1156.00,10.00,241.00,54.00,58.00,36.00,76.00,25.00,20.00,23.00,282.00,58.00,0.00,0.00
Arizona,2020,5,2/1/20,1265.00,1131.00,,265.00,48.00,55.00,34.00,75.00,19.00,17.00,20.00,287.00,64.00,0.00,0.00
Arizona,2020,6,2/8/20,1264.00,1138.00,,239.00,52.00,66.00,31.00,78.00,17.00,12.00,25.00,279.00,63.00,0.00,0.00
Arizona,2020,7,2/15/20,1312.00,1191.00,,247.00,53.00,66.00,32.00,88.00,18.00,10.00,22.00,297.00,71.00,0.00,0.00
Arizona,2020,8,2/22/20,1342.00,1185.00,,261.00,36.00,59.00,31.00,83.00,16.00,17.00,23.00,289.00,65.00,0.00,0.00
Arizona,2020,9,2/29/20,1352.00,1196.00,,256.00,53.00,64.00,33.00,84.00,27.00,14.00,27.00,272.00,71.00,0.00,0.00
Arizona,2020,10,3/7/20,1380.00,1237.00,12.00,256.00,44.00,67.00,29.00,78.00,30.00,16.00,30.00,310.00,73.00,0.00,0.00
Arizona,2020,11,3/14/20,1349.00,1203.00,,255.00,46.00,63.00,32.00,102.00,27.00,17.00,29.00,295.00,71.00,0.00,0.00
Arizona,2020,12,3/21/20,1290.00,1159.00,,262.00,44.00,63.00,37.00,79.00,30.00,13.00,25.00,256.00,64.00,,
Arizona,2020,13,3/28/20,1324.00,1215.00,,263.00,52.00,66.00,37.00,81.00,20.00,20.00,20.00,276.00,61.00,31.00,29.00
Arizona,2020,14,4/4/20,1356.00,1235.00,,258.00,39.00,66.00,25.00,78.00,26.00,15.00,27.00,255.00,55.00,58.00,55.00
Arizona,2020,15,4/11/20,1403.00,1261.00,12.00,243.00,56.00,57.00,26.00,84.00,28.00,17.00,20.00,254.00,69.00,91.00,88.00
Arizona,2020,16,4/18/20,1316.00,1192.00,10.00,255.00,38.00,69.00,22.00,74.00,13.00,21.00,15.00,247.00,48.00,96.00,87.00
Arizona,2020,17,4/25/20,1384.00,1280.00,,266.00,39.00,76.00,18.00,64.00,25.00,14.00,23.00,282.00,63.00,106.00,99.00
Arizona,2020,18,5/2/20,1398.00,1264.00,,240.00,57.00,56.00,24.00,74.00,13.00,17.00,21.00,317.00,73.00,104.00,94.00
Arizona,2020,19,5/9/20,1427.00,1287.00,10.00,252.00,47.00,60.00,16.00,77.00,21.00,11.00,38.00,282.00,60.00,127.00,122.00
Arizona,2020,20,5/16/20,1306.00,1158.00,,233.00,40.00,65.00,17.00,65.00,23.00,21.00,25.00,225.00,52.00,118.00,110.00
Arizona,2020,21,5/23/20,1289.00,1140.00,10.00,238.00,53.00,79.00,15.00,58.00,22.00,12.00,15.00,233.00,67.00,97.00,88.00
Arizona,2020,22,5/30/20,1310.00,1173.00,,244.00,46.00,44.00,17.00,74.00,22.00,19.00,24.00,247.00,61.00,114.00,99.00
Arizona,2020,23,6/6/20,1399.00,1216.00,,253.00,39.00,63.00,16.00,62.00,14.00,12.00,17.00,268.00,60.00,132.00,127.00
Arizona,2020,24,6/13/20,1463.00,1298.00,10.00,247.00,47.00,67.00,13.00,72.00,26.00,12.00,23.00,280.00,55.00,173.00,153.00
Arizona,2020,25,6/20/20,1549.00,1393.00,14.00,263.00,56.00,70.00,12.00,82.00,30.00,13.00,28.00,259.00,64.00,207.00,193.00
Arizona,2020,26,6/27/20,1616.00,1467.00,12.00,260.00,46.00,70.00,16.00,68.00,28.00,24.00,37.00,287.00,60.00,257.00,236.00
Arizona,2020,27,7/4/20,1773.00,1617.00,,247.00,57.00,77.00,23.00,70.00,27.00,13.00,37.00,289.00,66.00,383.00,354.00
Arizona,2020,28,7/11/20,1952.00,1791.00,12.00,251.00,66.00,76.00,34.00,81.00,39.00,13.00,51.00,310.00,62.00,502.00,476.00
Arizona,2020,29,7/18/20,1993.00,1748.00,,236.00,48.00,78.00,29.00,69.00,28.00,17.00,40.00,315.00,58.00,547.00,508.00
Arizona,2020,30,7/25/20,1861.00,1674.00,,263.00,52.00,85.00,17.00,61.00,21.00,11.00,42.00,290.00,58.00,473.00,446.00
Arizona,2020,31,8/1/20,1792.00,1571.00,13.00,246.00,56.00,63.00,31.00,74.00,21.00,13.00,32.00,279.00,65.00,388.00,359.00
Arizona,2020,32,8/8/20,1585.00,1391.00,,239.00,44.00,51.00,17.00,65.00,14.00,20.00,29.00,267.00,62.00,304.00,279.00
Arizona,2020,33,8/15/20,1526.00,1363.00,,241.00,56.00,61.00,20.00,55.00,21.00,11.00,39.00,239.00,55.00,249.00,232.00
Arizona,2020,34,8/22/20,1504.00,1300.00,,259.00,49.00,62.00,14.00,74.00,19.00,,28.00,272.00,59.00,173.00,154.00
Arizona,2020,35,8/29/20,1465.00,1273.00,,267.00,69.00,64.00,12.00,60.00,21.00,14.00,39.00,262.00,72.00,128.00,113.00
Arizona,2020,36,9/5/20,1293.00,1127.00,,227.00,43.00,54.00,12.00,52.00,20.00,20.00,32.00,270.00,40.00,93.00,78.00
Arizona,2020,37,9/12/20,1280.00,1125.00,10.00,242.00,42.00,44.00,14.00,54.00,26.00,15.00,30.00,256.00,59.00,61.00,56.00
Arizona,2020,38,9/19/20,1258.00,1127.00,,237.00,43.00,54.00,14.00,57.00,,13.00,27.00,268.00,62.00,66.00,55.00
Arizona,2020,39,9/26/20,1283.00,1152.00,11.00,240.00,51.00,60.00,11.00,64.00,16.00,10.00,26.00,236.00,63.00,56.00,44.00
Arizona,2020,40,10/3/20,1201.00,1050.00,,213.00,28.00,48.00,18.00,61.00,10.00,15.00,37.00,265.00,56.00,35.00,29.00
Arizona,2020,41,10/10/20,1238.00,1101.00,,230.00,45.00,60.00,,57.00,23.00,18.00,22.00,221.00,56.00,53.00,46.00
Arizona,2020,42,10/17/20,1232.00,1103.00,20.00,220.00,39.00,43.00,12.00,61.00,21.00,18.00,38.00,257.00,66.00,45.00,37.00
Arizona,2020,43,10/24/20,1279.00,1161.00,,246.00,44.00,52.00,18.00,56.00,17.00,16.00,61.00,245.00,63.00,63.00,57.00
Arizona,2020,44,10/31/20,1305.00,1179.00,,233.00,40.00,48.00,13.00,64.00,20.00,11.00,60.00,247.00,60.00,82.00,71.00
Arizona,2020,45,11/7/20,1386.00,1249.00,,240.00,44.00,60.00,13.00,62.00,16.00,12.00,53.00,277.00,56.00,121.00,100.00
Arizona,2020,46,11/14/20,1244.00,1155.00,,225.00,36.00,61.00,14.00,54.00,13.00,11.00,46.00,244.00,48.00,121.00,110.00
Arizona,2020,47,11/21/20,1510.00,1401.00,12.00,246.00,45.00,65.00,18.00,69.00,16.00,11.00,69.00,293.00,65.00,197.00,178.00
Arizona,2020,48,11/28/20,1498.00,1408.00,,226.00,44.00,48.00,16.00,51.00,24.00,10.00,87.00,249.00,53.00,289.00,268.00
Arizona,2020,49,12/5/20,1585.00,1500.00,,217.00,67.00,50.00,18.00,67.00,20.00,,68.00,254.00,58.00,362.00,338.00
Arizona,2020,50,12/12/20,1700.00,1623.00,,214.00,54.00,74.00,24.00,76.00,22.00,12.00,97.00,269.00,67.00,415.00,389.00
Arizona,2020,51,12/19/20,1586.00,1528.00,,214.00,38.00,60.00,25.00,63.00,16.00,18.00,111.00,235.00,58.00,427.00,408.00
Arizona,2020,52,12/26/20,1200.00,1156.00,,155.00,26.00,62.00,13.00,67.00,19.00,12.00,99.00,207.00,51.00,222.00,218.00
Arizona,2020,53,1/2/21,1063.00,1022.00,,132.00,29.00,43.00,13.00,50.00,21.00,14.00,85.00,187.00,39.00,209.00,205.00
Arkansas,2019,1,1/5/19,692.00,631.00,14.00,115.00,24.00,29.00,18.00,46.00,13.00,10.00,,193.00,27.00,0.00,0.00
Arkansas,2019,2,1/12/19,601.00,571.00,,111.00,24.00,34.00,16.00,54.00,,11.00,0.00,171.00,31.00,0.00,0.00
Arkansas,2019,3,1/19/19,661.00,608.00,,123.00,21.00,33.00,14.00,58.00,15.00,15.00,,156.00,37.00,0.00,0.00
Arkansas,2019,4,1/26/19,650.00,604.00,10.00,111.00,31.00,25.00,18.00,50.00,,12.00,,173.00,28.00,0.00,0.00
Arkansas,2019,5,2/2/19,671.00,624.00,,128.00,19.00,30.00,12.00,45.00,,20.00,,201.00,31.00,0.00,0.00
Arkansas,2019,6,2/9/19,665.00,622.00,13.00,129.00,21.00,29.00,17.00,57.00,,,,174.00,27.00,0.00,0.00
Arkansas,2019,7,2/16/19,695.00,661.00,,134.00,29.00,29.00,19.00,63.00,,,,194.00,35.00,0.00,0.00
Arkansas,2019,8,2/23/19,723.00,676.00,11.00,146.00,27.00,26.00,23.00,60.00,13.00,16.00,,201.00,21.00,0.00,0.00
Arkansas,2019,9,3/2/19,643.00,605.00,,128.00,26.00,34.00,20.00,52.00,,14.00,,158.00,30.00,0.00,0.00
Arkansas,2019,10,3/9/19,686.00,633.00,,128.00,31.00,31.00,22.00,50.00,,12.00,,191.00,26.00,0.00,0.00
Arkansas,2019,11,3/16/19,703.00,657.00,10.00,132.00,27.00,38.00,29.00,64.00,12.00,15.00,,179.00,30.00,0.00,0.00
Arkansas,2019,12,3/23/19,671.00,619.00,,132.00,28.00,31.00,24.00,48.00,,15.00,,179.00,39.00,0.00,0.00
Arkansas,2019,13,3/30/19,660.00,620.00,10.00,111.00,24.00,29.00,,55.00,16.00,13.00,,181.00,32.00,0.00,0.00
Arkansas,2019,14,4/6/19,645.00,597.00,,116.00,24.00,34.00,,44.00,,13.00,0.00,185.00,30.00,0.00,0.00
Arkansas,2019,15,4/13/19,645.00,608.00,10.00,115.00,26.00,32.00,,48.00,12.00,,,192.00,19.00,0.00,0.00
Arkansas,2019,16,4/20/19,616.00,564.00,10.00,113.00,26.00,27.00,12.00,39.00,10.00,12.00,,165.00,23.00,0.00,0.00
Arkansas,2019,17,4/27/19,586.00,548.00,,115.00,19.00,27.00,17.00,34.00,10.00,,,177.00,36.00,0.00,0.00
Arkansas,2019,18,5/4/19,588.00,546.00,10.00,135.00,27.00,14.00,11.00,46.00,,13.00,,161.00,21.00,0.00,0.00
Arkansas,2019,19,5/11/19,567.00,522.00,,124.00,16.00,20.00,,39.00,,11.00,,161.00,24.00,0.00,0.00
Arkansas,2019,20,5/18/19,607.00,564.00,,123.00,18.00,31.00,,39.00,13.00,12.00,,158.00,30.00,0.00,0.00
Arkansas,2019,21,5/25/19,630.00,594.00,,130.00,19.00,25.00,12.00,42.00,,,,174.00,22.00,0.00,0.00
Arkansas,2019,22,6/1/19,565.00,516.00,,106.00,23.00,23.00,,43.00,10.00,12.00,,156.00,28.00,0.00,0.00
Arkansas,2019,23,6/8/19,573.00,522.00,,111.00,22.00,24.00,,40.00,13.00,13.00,,150.00,25.00,0.00,0.00
Arkansas,2019,24,6/15/19,635.00,587.00,10.00,136.00,25.00,40.00,,42.00,15.00,,,158.00,23.00,0.00,0.00
Arkansas,2019,25,6/22/19,554.00,505.00,,105.00,27.00,22.00,,36.00,,,,156.00,23.00,0.00,0.00
Arkansas,2019,26,6/29/19,564.00,524.00,,117.00,21.00,27.00,10.00,37.00,10.00,11.00,,152.00,25.00,0.00,0.00
Arkansas,2019,27,7/6/19,582.00,529.00,11.00,131.00,15.00,24.00,,39.00,,11.00,,159.00,23.00,0.00,0.00
Arkansas,2019,28,7/13/19,580.00,535.00,,108.00,22.00,26.00,,53.00,,16.00,,151.00,25.00,0.00,0.00
Arkansas,2019,29,7/20/19,580.00,527.00,13.00,117.00,26.00,26.00,10.00,41.00,,14.00,,145.00,26.00,0.00,0.00
Arkansas,2019,30,7/27/19,539.00,494.00,11.00,95.00,20.00,24.00,13.00,51.00,,,,138.00,21.00,0.00,0.00
Arkansas,2019,31,8/3/19,557.00,524.00,13.00,115.00,17.00,31.00,10.00,36.00,,,,158.00,26.00,0.00,0.00
Arkansas,2019,32,8/10/19,592.00,551.00,10.00,111.00,17.00,22.00,,44.00,10.00,,,160.00,25.00,0.00,0.00
Arkansas,2019,33,8/17/19,574.00,525.00,,126.00,22.00,26.00,10.00,38.00,,10.00,,144.00,27.00,0.00,0.00
Arkansas,2019,34,8/24/19,587.00,545.00,,136.00,22.00,15.00,,58.00,,11.00,,142.00,32.00,0.00,0.00
Arkansas,2019,35,8/31/19,557.00,507.00,10.00,131.00,13.00,27.00,,30.00,,,,143.00,22.00,0.00,0.00
Arkansas,2019,36,9/7/19,528.00,477.00,,96.00,19.00,21.00,,31.00,,,,151.00,23.00,0.00,0.00
Arkansas,2019,37,9/14/19,638.00,591.00,10.00,152.00,13.00,32.00,10.00,40.00,,10.00,,171.00,30.00,0.00,0.00
Arkansas,2019,38,9/21/19,601.00,555.00,11.00,117.00,23.00,36.00,11.00,38.00,,18.00,,136.00,29.00,0.00,0.00
Arkansas,2019,39,9/28/19,598.00,539.00,,119.00,24.00,24.00,,45.00,,12.00,,139.00,31.00,0.00,0.00
Arkansas,2019,40,10/5/19,564.00,517.00,12.00,116.00,19.00,25.00,,25.00,,19.00,,160.00,28.00,0.00,0.00
Arkansas,2019,41,10/12/19,590.00,555.00,10.00,129.00,20.00,32.00,,44.00,,11.00,,152.00,37.00,0.00,0.00
Arkansas,2019,42,10/19/19,610.00,567.00,,132.00,27.00,26.00,,44.00,,10.00,,157.00,26.00,0.00,0.00
Arkansas,2019,43,10/26/19,618.00,574.00,11.00,131.00,20.00,37.00,15.00,38.00,12.00,15.00,,143.00,33.00,0.00,0.00
Arkansas,2019,44,11/2/19,595.00,560.00,,126.00,21.00,23.00,11.00,47.00,,14.00,,165.00,32.00,0.00,0.00
Arkansas,2019,45,11/9/19,632.00,590.00,12.00,120.00,21.00,37.00,12.00,34.00,,18.00,,165.00,25.00,0.00,0.00
Arkansas,2019,46,11/16/19,671.00,623.00,17.00,148.00,21.00,38.00,14.00,38.00,11.00,23.00,,167.00,32.00,0.00,0.00
Arkansas,2019,47,11/23/19,643.00,588.00,,119.00,19.00,37.00,14.00,39.00,,14.00,,158.00,36.00,0.00,0.00
Arkansas,2019,48,11/30/19,664.00,617.00,,132.00,36.00,33.00,13.00,43.00,,13.00,,148.00,41.00,0.00,0.00
Arkansas,2019,49,12/7/19,617.00,570.00,,101.00,22.00,32.00,13.00,47.00,12.00,12.00,,157.00,33.00,0.00,0.00
Arkansas,2019,50,12/14/19,660.00,610.00,11.00,130.00,24.00,37.00,,48.00,,12.00,,182.00,33.00,0.00,0.00
Arkansas,2019,51,12/21/19,613.00,568.00,,116.00,15.00,22.00,10.00,57.00,,10.00,,152.00,28.00,0.00,0.00
Arkansas,2019,52,12/28/19,706.00,653.00,11.00,119.00,24.00,36.00,11.00,60.00,12.00,,,194.00,28.00,0.00,0.00
Arkansas,2020,1,1/4/20,672.00,630.00,17.00,114.00,25.00,38.00,18.00,62.00,,,,174.00,34.00,0.00,0.00
Arkansas,2020,2,1/11/20,685.00,628.00,10.00,144.00,26.00,37.00,21.00,63.00,,13.00,,165.00,33.00,0.00,0.00
Arkansas,2020,3,1/18/20,658.00,609.00,10.00,123.00,24.00,33.00,21.00,44.00,,15.00,,167.00,23.00,0.00,0.00
Arkansas,2020,4,1/25/20,616.00,576.00,,131.00,19.00,28.00,17.00,55.00,14.00,,,161.00,23.00,0.00,0.00
Arkansas,2020,5,2/1/20,681.00,615.00,11.00,124.00,19.00,43.00,20.00,54.00,11.00,20.00,,151.00,24.00,0.00,0.00
Arkansas,2020,6,2/8/20,673.00,637.00,,136.00,16.00,47.00,21.00,60.00,,15.00,,170.00,27.00,0.00,0.00
Arkansas,2020,7,2/15/20,688.00,639.00,,121.00,26.00,33.00,20.00,56.00,12.00,11.00,,179.00,28.00,0.00,0.00
Arkansas,2020,8,2/22/20,695.00,650.00,14.00,134.00,27.00,53.00,20.00,49.00,10.00,14.00,,167.00,33.00,0.00,0.00
Arkansas,2020,9,2/29/20,656.00,618.00,15.00,139.00,33.00,29.00,,45.00,12.00,22.00,0.00,167.00,32.00,0.00,0.00
Arkansas,2020,10,3/7/20,696.00,630.00,11.00,134.00,19.00,45.00,24.00,64.00,10.00,14.00,,147.00,25.00,0.00,0.00
Arkansas,2020,11,3/14/20,628.00,572.00,13.00,116.00,24.00,28.00,13.00,46.00,,13.00,,149.00,41.00,0.00,0.00
Arkansas,2020,12,3/21/20,637.00,590.00,,120.00,18.00,29.00,23.00,50.00,13.00,14.00,,147.00,30.00,0.00,0.00
Arkansas,2020,13,3/28/20,640.00,590.00,,123.00,20.00,32.00,19.00,43.00,,21.00,,155.00,22.00,,
Arkansas,2020,14,4/4/20,606.00,561.00,,116.00,26.00,28.00,16.00,51.00,,12.00,0.00,146.00,20.00,11.00,11.00
Arkansas,2020,15,4/11/20,636.00,588.00,,113.00,21.00,28.00,19.00,54.00,,20.00,,146.00,29.00,14.00,12.00
Arkansas,2020,16,4/18/20,637.00,573.00,10.00,117.00,11.00,38.00,10.00,38.00,,16.00,,163.00,29.00,12.00,11.00
Arkansas,2020,17,4/25/20,615.00,562.00,,116.00,16.00,35.00,15.00,42.00,,16.00,,129.00,34.00,14.00,12.00
Arkansas,2020,18,5/2/20,630.00,567.00,,110.00,24.00,29.00,10.00,48.00,12.00,18.00,,132.00,35.00,22.00,18.00
Arkansas,2020,19,5/9/20,661.00,617.00,,122.00,31.00,33.00,10.00,55.00,,17.00,,165.00,41.00,24.00,20.00
Arkansas,2020,20,5/16/20,582.00,533.00,,117.00,21.00,29.00,15.00,38.00,,15.00,,141.00,26.00,,
Arkansas,2020,21,5/23/20,642.00,587.00,,116.00,23.00,42.00,,51.00,11.00,10.00,,148.00,30.00,20.00,15.00
Arkansas,2020,22,5/30/20,610.00,554.00,,120.00,31.00,32.00,,37.00,,12.00,,153.00,23.00,19.00,14.00
Arkansas,2020,23,6/6/20,648.00,579.00,13.00,128.00,24.00,29.00,,40.00,,11.00,,164.00,23.00,26.00,19.00
Arkansas,2020,24,6/13/20,651.00,586.00,,116.00,23.00,29.00,11.00,40.00,,14.00,,165.00,35.00,34.00,33.00
Arkansas,2020,25,6/20/20,707.00,634.00,,108.00,30.00,34.00,,50.00,,23.00,,159.00,44.00,45.00,36.00
Arkansas,2020,26,6/27/20,663.00,599.00,,112.00,21.00,26.00,15.00,45.00,,11.00,,157.00,29.00,47.00,38.00
Arkansas,2020,27,7/4/20,686.00,619.00,13.00,134.00,25.00,26.00,,44.00,17.00,17.00,,155.00,19.00,41.00,36.00
Arkansas,2020,28,7/11/20,660.00,589.00,13.00,115.00,39.00,19.00,,45.00,,10.00,,143.00,34.00,47.00,42.00
Arkansas,2020,29,7/18/20,694.00,633.00,,120.00,24.00,29.00,12.00,41.00,,14.00,,177.00,28.00,57.00,52.00
Arkansas,2020,30,7/25/20,713.00,658.00,,125.00,19.00,30.00,10.00,33.00,12.00,,,171.00,38.00,73.00,66.00
