Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
02/01/2023,Alabama,2020,15,2020-04-11,1135,1056,25,166,31,63,18,60,20,17,28,265,64,81,77,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,16,2020-04-18,1149,1053,20,183,35,62,18,67,21,17,19,249,62,89,85,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,17,2020-04-25,1139,1037,20,200,28,55,24,53,12,17,12,265,63,85,78,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,18,2020-05-02,1147,1048,17,197,22,57,26,67,19,24,10,271,62,81,75,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,19,2020-05-09,1171,1084,17,201,28,45,12,58,18,15,22,305,52,116,105,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,20,2020-05-16,1148,1049,19,203,29,47,15,71,17,21,22,259,49,96,89,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,21,2020-05-23,1153,1055,22,192,22,62,18,53,15,21,25,282,55,82,78,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,22,2020-05-30,1109,999,23,161,29,53,21,52,14,15,23,241,47,103,99,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,23,2020-06-06,1173,1071,27,212,20,48,16,62,19,15,15,290,55,91,86,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,24,2020-06-13,1138,1031,14,176,23,53,11,65,17,24,19,280,58,81,75,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,25,2020-06-20,1090,1007,29,198,22,48,12,62,16,17,25,257,55,88,81,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,26,2020-06-27,1151,1064,12,222,23,60,16,55,15,17,18,266,67,103,95,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,27,2020-07-04,1201,1112,14,221,30,59,13,60,,18,25,296,49,125,119,,,,,,,,,Suppressed (counts 1-9),,,,,,
02/01/2023,Alabama,2020,28,2020-07-11,1265,1177,17,217,31,62,12,64,14,19,23,305,72,135,122,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,29,2020-07-18,1289,1201,23,203,24,68,22,71,17,19,24,273,66,192,172,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,30,2020-07-25,1333,1257,21,212,28,65,17,69,10,20,22,285,78,251,241,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,31,2020-08-01,1364,1269,15,198,23,56,25,74,21,20,15,310,71,263,238,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,32,2020-08-08,1379,1288,15,177,32,40,21,76,14,17,27,291,69,264,253,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,33,2020-08-15,1305,1207,,166,26,60,20,68,21,15,24,291,74,230,214,,,Suppressed (counts 1-9),,,,,,,,,,,,
02/01/2023,Alabama,2020,34,2020-08-22,1303,1219,16,193,22,55,17,58,13,21,26,293,75,209,197,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,35,2020-08-29,1216,1129,19,191,24,54,17,62,19,20,22,249,56,185,175,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,36,2020-09-05,1216,1132,22,212,24,61,14,65,12,15,12,258,60,156,142,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,37,2020-09-12,1232,1148,17,198,28,66,12,59,19,23,21,295,49,138,130,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,38,2020-09-19,1200,1132,18,226,20,56,17,69,20,20,15,257,62,139,134,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,39,2020-09-26,1183,1109,21,203,35,65,20,62,13,15,22,261,58,105,100,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,40,2020-10-03,1103,1010,14,181,28,47,20,55,11,20,10,260,47,111,99,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,41,2020-10-10,1204,1120,15,189,28,58,18,63,20,21,20,303,61,137,127,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,42,2020-10-17,1190,1114,20,198,28,60,12,59,19,21,18,259,69,126,112,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,43,2020-10-24,1142,1056,18,200,16,54,20,54,16,19,15,276,47,119,112,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,44,2020-10-31,1169,1093,22,187,23,62,23,47,23,12,20,278,60,131,119,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,45,2020-11-07,1277,1183,15,215,27,54,14,54,18,23,21,296,65,151,141,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,46,2020-11-14,1269,1186,16,209,27,64,13,62,19,24,21,289,58,176,165,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,47,2020-11-21,1275,1176,11,195,29,69,17,58,13,27,22,267,61,168,155,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,48,2020-11-28,1326,1237,24,206,26,57,17,64,14,27,24,291,54,202,186,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,49,2020-12-05,1355,1259,30,177,32,63,14,66,28,14,22,300,66,251,239,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,50,2020-12-12,1598,1509,21,228,47,82,21,56,23,24,25,299,70,378,362,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,51,2020-12-19,1584,1485,13,195,31,71,31,69,17,26,29,310,70,390,363,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,52,2020-12-26,1626,1554,23,195,46,74,17,66,25,25,25,329,60,452,422,,,,,,,,,,,,,,,
02/01/2023,Alabama,2020,53,2021-01-02,1804,1703,22,201,35,79,21,70,26,26,37,326,77,508,479,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,1,2021-01-09,1811,1708,21,224,36,70,19,79,27,25,32,336,63,548,528,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,2,2021-01-16,1835,1745,16,211,47,67,25,63,21,24,26,347,68,596,570,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,3,2021-01-23,1791,1688,16,194,38,63,19,65,26,33,25,336,63,583,550,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,4,2021-01-30,1637,1559,20,206,37,63,20,74,24,22,21,311,63,490,460,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,5,2021-02-06,1509,1410,22,216,24,66,23,69,18,22,26,303,62,347,333,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,6,2021-02-13,1432,1338,20,200,30,66,15,67,24,19,18,328,77,265,249,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,7,2021-02-20,1332,1252,31,196,37,62,20,44,27,18,21,312,62,214,192,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,8,2021-02-27,1315,1219,21,182,22,57,22,59,18,14,16,325,75,170,152,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,9,2021-03-06,1162,1055,18,203,21,50,22,42,27,27,17,262,58,110,93,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,10,2021-03-13,1189,1088,12,175,25,46,21,65,16,25,25,268,52,104,93,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,11,2021-03-20,1060,977,28,166,24,60,18,49,15,22,18,233,51,81,72,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,12,2021-03-27,1191,1073,28,156,34,47,22,59,24,19,23,302,92,78,68,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,13,2021-04-03,1107,1003,18,190,26,41,19,69,15,18,23,239,65,67,57,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,14,2021-04-10,1209,1095,21,204,28,47,20,56,27,23,20,290,69,53,49,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,15,2021-04-17,1170,1071,25,227,38,49,16,55,19,18,23,268,53,43,38,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,16,2021-04-24,1108,1010,27,206,36,44,25,49,20,13,15,281,53,45,38,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,17,2021-05-01,1192,1103,26,216,23,50,21,64,26,25,24,303,58,46,41,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,18,2021-05-08,1156,1043,16,209,39,41,10,73,24,20,16,266,57,63,60,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,19,2021-05-15,1095,987,20,180,24,48,15,69,16,30,19,273,59,50,46,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,20,2021-05-22,1095,1005,16,183,22,59,17,56,16,17,17,290,51,50,40,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,21,2021-05-29,1080,992,24,210,21,59,17,58,22,18,15,273,54,33,24,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,22,2021-06-05,1086,982,19,184,23,46,20,65,20,19,17,289,61,36,31,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,23,2021-06-12,1111,1007,19,199,24,61,18,61,25,15,16,275,68,34,31,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,24,2021-06-19,1135,1023,24,218,28,35,21,56,12,32,15,270,63,24,17,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,25,2021-06-26,1074,983,25,163,37,30,16,68,15,20,19,281,63,36,28,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,26,2021-07-03,1062,946,22,202,25,47,13,45,13,22,17,254,74,22,21,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,27,2021-07-10,1133,1020,24,206,19,47,19,45,18,15,15,304,57,37,34,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,28,2021-07-17,1055,971,24,180,33,40,16,62,14,16,20,241,54,43,40,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,29,2021-07-24,1105,992,23,188,39,46,14,75,15,28,24,260,41,63,57,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,30,2021-07-31,1170,1080,26,194,30,52,18,55,15,23,23,271,49,109,102,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,31,2021-08-07,1330,1225,20,197,33,42,15,55,12,19,24,295,70,226,213,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,32,2021-08-14,1441,1352,20,221,36,50,13,65,26,19,19,287,71,345,326,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,33,2021-08-21,1577,1477,21,199,34,48,20,78,14,26,17,324,60,420,403,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,34,2021-08-28,1619,1545,20,195,49,55,13,68,13,16,34,317,68,477,459,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,35,2021-09-04,1607,1499,17,184,33,42,22,53,19,31,23,301,60,497,476,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,36,2021-09-11,1750,1649,25,192,34,49,32,68,18,22,27,325,85,548,531,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,37,2021-09-18,1586,1486,17,194,26,62,22,61,17,22,22,313,53,474,454,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,38,2021-09-25,1450,1344,22,190,31,60,15,49,12,21,18,251,65,410,395,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,39,2021-10-02,1496,1388,21,207,31,42,18,64,11,22,22,274,61,366,350,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,40,2021-10-09,1371,1271,26,195,34,51,21,66,19,17,20,314,63,259,246,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,41,2021-10-16,1278,1171,16,211,34,50,17,48,17,21,23,232,67,217,204,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,42,2021-10-23,1211,1116,32,192,25,45,27,63,21,18,25,255,60,157,142,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,43,2021-10-30,1121,1016,13,184,29,43,12,51,15,22,26,268,44,99,92,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,44,2021-11-06,1188,1087,23,196,42,51,25,63,17,20,20,270,68,85,74,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,45,2021-11-13,1177,1108,28,225,29,47,14,70,17,24,28,259,61,86,78,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,46,2021-11-20,1115,1051,17,181,43,48,11,66,27,23,18,250,65,51,44,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,47,2021-11-27,1188,1095,26,200,32,60,25,70,16,18,21,272,65,59,52,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,48,2021-12-04,1257,1148,34,207,29,53,12,62,14,23,12,317,67,69,59,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,49,2021-12-11,1247,1144,22,202,32,45,19,77,18,26,26,296,66,56,53,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,50,2021-12-18,1148,1061,15,183,35,58,24,58,17,18,19,295,59,71,63,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,51,2021-12-25,1144,1059,26,168,29,49,25,56,19,29,16,294,62,74,65,,,,,,,,,,,,,,,
02/01/2023,Alabama,2021,52,2022-01-01,1253,1150,27,194,25,65,23,84,12,25,16,298,82,83,65,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,1,2022-01-08,1329,1223,23,205,41,60,29,79,20,25,18,284,61,153,141,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,2,2022-01-15,1520,1443,32,207,45,76,23,81,28,21,19,357,68,245,203,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,3,2022-01-22,1500,1416,20,216,40,67,24,64,18,27,20,327,68,294,257,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,4,2022-01-29,1697,1622,28,221,42,72,23,64,28,31,20,358,91,422,360,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,5,2022-02-05,1677,1578,26,228,54,77,13,71,33,28,20,345,63,401,360,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,6,2022-02-12,1601,1502,22,207,47,69,27,73,27,32,21,321,70,381,337,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,7,2022-02-19,1475,1376,15,219,32,60,15,53,12,35,23,336,73,305,265,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,8,2022-02-26,1332,1221,19,194,34,51,17,72,23,22,19,277,61,240,207,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,9,2022-03-05,1195,1104,20,173,35,49,15,60,20,27,,279,64,159,137,,,,,,,,,,,Suppressed (counts 1-9),,,,
02/01/2023,Alabama,2022,10,2022-03-12,1183,1069,24,197,31,43,17,77,15,30,11,281,56,106,86,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,11,2022-03-19,1138,1045,20,194,30,37,16,67,23,23,16,290,54,74,58,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,12,2022-03-26,1085,1001,17,161,26,43,13,60,16,24,20,276,48,55,36,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,13,2022-04-02,1044,956,26,170,37,33,22,59,24,26,17,244,65,35,22,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,14,2022-04-09,1089,992,17,186,38,37,20,40,14,28,18,289,64,30,22,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,15,2022-04-16,1074,978,19,187,29,44,13,63,24,29,20,266,63,17,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
02/01/2023,Alabama,2022,16,2022-04-23,1038,955,24,170,34,42,17,57,24,27,16,277,48,21,15,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,17,2022-04-30,1052,950,21,178,26,51,11,59,25,26,18,264,65,16,10,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,18,2022-05-07,987,880,17,191,25,29,16,45,21,20,16,231,58,19,17,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,19,2022-05-14,1006,909,22,190,26,35,15,56,20,27,10,252,43,11,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
02/01/2023,Alabama,2022,20,2022-05-21,1055,944,28,190,27,51,15,58,13,24,12,248,61,15,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
02/01/2023,Alabama,2022,21,2022-05-28,1112,1002,30,202,20,43,16,45,18,24,20,293,58,11,,,,,,,,,,,,,,,,Suppressed (counts 1-9)
02/01/2023,Alabama,2022,22,2022-06-04,1053,951,17,183,32,61,15,53,23,24,16,227,64,19,11,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,23,2022-06-11,1071,978,22,212,27,55,13,48,22,20,23,258,49,26,21,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,24,2022-06-18,1079,964,25,186,30,55,,40,23,21,11,285,53,25,18,,,,,,,Suppressed (counts 1-9),,,,,,,,
02/01/2023,Alabama,2022,25,2022-06-25,1058,976,26,186,32,44,15,58,14,24,18,270,66,21,16,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,26,2022-07-02,1107,1009,25,196,25,55,11,55,24,27,17,282,48,42,36,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,27,2022-07-09,1051,939,23,157,26,51,,56,14,21,22,266,57,45,33,,,,,,,Suppressed (counts 1-9),,,,,,,,
02/01/2023,Alabama,2022,28,2022-07-16,1108,1012,21,204,24,52,11,45,31,23,24,284,60,65,51,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,29,2022-07-23,1126,1037,24,205,31,39,17,53,19,24,19,279,63,57,43,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,30,2022-07-30,1092,994,19,192,28,46,13,56,18,20,26,260,59,62,45,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,31,2022-08-06,1103,1002,19,183,26,49,17,59,24,19,25,248,61,68,57,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,32,2022-08-13,1096,1004,22,190,28,46,,61,14,22,26,257,51,70,54,,,,,,,Suppressed (counts 1-9),,,,,,,,
02/01/2023,Alabama,2022,33,2022-08-20,1101,1005,,211,29,48,,55,31,22,27,259,50,56,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
02/01/2023,Alabama,2022,34,2022-08-27,1062,969,19,172,24,50,19,47,18,21,29,269,56,49,31,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,35,2022-09-03,1085,974,27,181,23,37,10,49,13,24,29,265,56,52,39,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,36,2022-09-10,1055,964,19,194,35,47,16,42,15,31,14,254,61,55,38,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,37,2022-09-17,1116,1030,20,203,22,56,13,51,11,23,21,265,76,43,36,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,38,2022-09-24,1098,1007,27,175,32,45,18,65,18,27,22,268,50,45,30,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,39,2022-10-01,1083,998,24,215,23,35,19,50,19,21,30,255,85,29,24,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,40,2022-10-08,1105,1014,10,185,25,57,16,71,13,32,37,284,63,22,14,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,41,2022-10-15,1130,1045,22,197,24,52,22,68,30,31,34,291,48,19,13,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,42,2022-10-22,1152,1081,20,210,25,46,20,56,23,23,29,284,70,21,20,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,43,2022-10-29,1118,1038,21,190,18,46,15,60,23,29,43,292,62,26,17,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,44,2022-11-05,1127,1046,26,177,31,40,17,72,20,14,41,281,70,17,13,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,45,2022-11-12,1051,984,13,188,26,44,23,61,30,25,30,258,48,18,14,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,46,2022-11-19,1133,1059,24,190,26,49,24,53,24,31,39,299,58,25,19,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,47,2022-11-26,1135,1062,21,195,29,56,27,65,23,17,38,302,54,24,17,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,48,2022-12-03,1183,1127,22,224,33,57,31,61,22,23,34,314,48,26,19,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,49,2022-12-10,1135,1091,18,200,28,51,35,76,18,24,46,260,58,36,26,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,50,2022-12-17,1035,991,16,182,26,37,26,65,19,23,41,287,56,41,27,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,51,2022-12-24,1077,1060,25,194,33,58,20,61,20,27,28,288,63,30,22,,,,,,,,,,,,,,,
02/01/2023,Alabama,2022,52,2022-12-31,1054,1053,28,170,23,63,21,65,31,23,46,265,75,33,25,,,,,,,,,,,,,,,
02/01/2023,Alabama,2023,1,2023-01-07,1011,997,35,177,26,46,23,68,20,22,33,249,45,50,35,,,,,,,,,,,,,,,
02/01/2023,Alabama,2023,2,2023-01-14,913,912,22,161,14,45,16,54,18,17,35,251,56,51,40,,,,,,,,,,,,,,,
02/01/2023,Alabama,2023,3,2023-01-21,783,783,17,169,13,37,16,55,16,18,15,200,47,38,31,,,,,,,,,,,,,,,
02/01/2023,Alaska,2020,1,2020-01-04,89,71,,16,,,0,,0,,0,17,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
02/01/2023,Alaska,2020,2,2020-01-11,105,93,,22,,,0,,,,0,24,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
02/01/2023,Alaska,2020,3,2020-01-18,99,83,,21,,,0,,,,0,15,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
02/01/2023,Alaska,2020,4,2020-01-25,97,82,,21,,,0,,0,,,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
02/01/2023,Alaska,2020,5,2020-02-01,85,74,,17,,,,,,0,,20,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
02/01/2023,Alaska,2020,6,2020-02-08,92,75,0,15,,,,,,,,22,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
02/01/2023,Alaska,2020,7,2020-02-15,89,74,,20,,,0,,,,0,19,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
02/01/2023,Alaska,2020,8,2020-02-22,83,64,,16,,,,,,0,,,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
02/01/2023,Alaska,2020,9,2020-02-29,84,76,,18,,0,,,,,,14,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
02/01/2023,Alaska,2020,10,2020-03-07,79,68,,20,0,,,,,,0,15,,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
02/01/2023,Alaska,2020,11,2020-03-14,92,80,,20,,0,,,,0,,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
02/01/2023,Alaska,2020,12,2020-03-21,69,55,0,,,,,,,,,10,,0,0,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
02/01/2023,Alaska,2020,13,2020-03-28,86,75,,16,,,,,,,0,15,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,Alaska,2020,14,2020-04-04,98,84,,21,,,,,,0,0,14,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,Alaska,2020,15,2020-04-11,84,71,,15,,,,,,,,20,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,Alaska,2020,16,2020-04-18,80,71,0,17,,,,,0,,0,13,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
02/01/2023,Alaska,2020,17,2020-04-25,61,55,,12,0,,,,,,0,12,0,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
02/01/2023,Alaska,2020,18,2020-05-02,87,78,,17,,,,,,0,,18,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
02/01/2023,Alaska,2020,19,2020-05-09,89,77,,20,,,,,,0,0,13,,,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),
